Customer ID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Satisfaction_Score,Referral_Source,Loyalty_Tier,Customer_Lifetime_Value,Engagement Count,Churn_B,Partner_B,Dependents_B,PhoneService_B,PaperlessBilling_B,Tenure_Bucket,Internet Service_B,Online Security_B,DeviceProtection_B,TechSupport_B,StreamingTV_B,StreamingMovies_B,Payment_Method_E,Internet Service_E
8750-QWZAJ,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1378.75,No,2,Online,Gold,1303.88,0,0,1,1,1,0,70-79,0,0,0,0,0,0,BT,No
5364-EVNIB,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,Yes,2,Retail,Silver,922.80,2,1,0,0,1,1,10-19,1,0,1,0,0,0,EC,FO
6918-UMQCG,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.2,384.25,No,2,Advertisement,Bronze,386.92,2,0,0,0,1,0,0-9,1,0,0,0,1,0,EC,FO
0675-NCDYU,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,No,5,Friend,Gold,7635.70,6,0,1,1,1,1,70-79,1,1,1,1,1,1,CC,FO
6339-DKLMK,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.65,389.95,No,2,Retail,Silver,429.22,1,0,0,0,0,1,10-19,1,0,0,0,0,0,EC,D
1346-PJWTK,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.15,5731.85,No,4,Retail,Gold,6595.16,4,0,1,0,1,0,60-69,1,0,1,1,0,1,CC,FO
5088-QZLRL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,20.65,No,5,Advertisement,Bronze,17.63,0,0,0,0,1,0,0-9,0,0,0,0,0,0,EC,No
8023-QHAIO,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,No,2,Friend,Gold,4356.43,2,0,1,0,1,1,50-59,1,0,0,1,0,0,BT,FO
4397-FRLTA,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,84.5,No,1,Friend,Bronze,82.38,0,0,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
3057-VJJQE,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,55.25,1924.1,No,3,Online,Silver,2174.04,2,0,0,0,1,0,30-39,1,1,0,0,0,0,MC,D
5087-SUURX,Female,0,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,Yes,3,Online,Silver,704.17,3,1,1,0,0,1,10-19,1,0,1,0,1,0,EC,D
2302-OUZXB,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,No,3,Advertisement,Gold,5992.35,4,0,1,0,1,0,70-79,1,0,1,0,1,1,BT,D
8133-ANHHJ,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103,5166.2,No,5,Friend,Gold,5004.08,5,0,0,0,1,0,40-49,1,1,1,1,0,1,BT,FO
2270-CHBFN,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,No,2,Friend,Gold,3894.30,4,0,1,0,1,1,40-49,1,1,1,1,0,0,CC,FO
0013-EXCHZ,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.9,267.4,Yes,5,Online,Bronze,218.18,3,1,1,0,1,1,0-9,1,0,0,1,1,0,MC,FO
5982-FPVQN,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,3532.85,No,4,Online,Gold,3424.08,3,0,1,1,1,1,30-39,1,0,1,0,0,1,EC,FO
9107-UKCKY,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,4914.8,No,1,Advertisement,Gold,4214.43,4,0,1,0,1,1,60-69,1,0,1,0,1,1,EC,D
4654-ULTTN,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.8,5315.8,No,1,Friend,Gold,5315.31,5,0,1,0,1,1,70-79,1,1,1,1,0,1,CC,D
5550-VFRLC,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,3,Retail,Bronze,65.81,1,1,0,0,1,1,0-9,1,0,0,0,0,0,EC,FO
5546-BYZSM,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.45,775.6,No,3,Online,Gold,846.90,0,0,0,0,1,0,40-49,0,0,0,0,0,0,EC,No
1492-KGETH,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,No,3,Advertisement,Gold,4882.79,5,0,1,1,1,0,70-79,1,1,1,1,0,1,BT,D
4929-BSTRX,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,53.55,Yes,2,Friend,Bronze,60.50,2,1,0,0,1,1,0-9,1,0,0,0,1,0,MC,D
4163-HFTUK,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.1,1007.8,No,4,Friend,Gold,1089.39,0,0,0,0,1,0,50-59,0,0,0,0,0,0,EC,No
8215-NGSPE,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20,833.55,No,4,Online,Gold,761.88,0,0,1,1,1,0,40-49,0,0,0,0,0,0,MC,No
2225-ZRGSG,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,6579.05,Yes,4,Advertisement,Gold,6264.29,4,1,1,1,1,0,70-79,1,1,1,1,0,0,BT,FO
8859-YSTWS,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1004.5,No,4,Retail,Gold,990.20,0,0,0,0,1,0,40-49,0,0,0,0,0,0,BT,No
5271-YNWVR,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856,Yes,3,Online,Gold,6760.94,6,1,1,1,1,1,60-69,1,1,1,1,1,1,EC,FO
7601-DHFWZ,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24,1183.05,No,1,Advertisement,Gold,1101.74,0,0,0,0,1,0,40-49,0,0,0,0,0,0,CC,No
2657-ALMWY,Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.95,2169.75,Yes,3,Friend,Silver,2043.78,2,1,1,0,1,0,20-29,1,0,0,0,0,1,EC,FO
6330-JKLPC,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,Yes,4,Retail,Bronze,995.88,1,1,1,0,1,1,10-19,1,0,0,0,0,0,BT,FO
4667-OHGKG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,Yes,3,Advertisement,Bronze,21.34,0,1,0,0,1,1,0-9,0,0,0,0,0,0,MC,No
1998-VHJHK,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,501.35,No,4,Retail,Silver,529.43,0,0,0,0,1,0,20-29,0,0,0,0,0,0,MC,No
1707-HABPF,Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,No,5,Advertisement,Gold,4225.44,3,0,0,0,1,1,40-49,1,0,1,0,1,0,BT,FO
1660-HSOOQ,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.65,49.65,Yes,1,Advertisement,Bronze,56.07,2,1,0,0,1,1,0-9,1,0,1,0,0,0,MC,D
7253-UVNDW,Female,0,No,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.35,2460.15,Yes,5,Advertisement,Gold,2824.43,3,1,0,0,1,0,40-49,1,0,1,1,0,0,CC,D
0487-VVUVK,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.15,477.6,No,2,Advertisement,Silver,546.16,0,0,1,1,1,1,20-29,0,0,0,0,0,0,MC,No
7228-OMTPN,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.45,370.65,Yes,3,Retail,Bronze,314.04,3,1,0,0,1,1,0-9,1,0,0,0,1,1,EC,FO
5063-IUOKK,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,265.75,No,2,Online,Silver,230.60,0,0,0,0,1,0,10-19,0,0,0,0,0,0,MC,No
4508-OEBEY,Male,0,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),75.5,2424.45,No,3,Retail,Silver,2464.60,5,0,1,0,1,1,30-39,1,1,1,1,0,1,CC,D
0027-KWYKW,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,1849.95,No,5,Advertisement,Silver,1950.19,2,0,1,1,1,1,20-29,1,0,0,0,1,0,EC,FO
2308-STERM,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,No,4,Retail,Bronze,33.19,0,0,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
5982-XMDEX,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.5,1698.55,No,4,Retail,Gold,1496.15,0,0,0,0,1,0,60-69,0,0,0,0,0,0,BT,No
6284-AHOOQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,Yes,3,Retail,Silver,2222.80,3,1,0,0,1,1,20-29,1,0,0,1,1,0,BT,FO
6051-PTVNS,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.15,998.1,No,4,Advertisement,Gold,1169.80,0,0,1,1,1,0,50-59,0,0,0,0,0,0,CC,No
2344-JMOGN,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.85,890.6,Yes,5,Retail,Bronze,817.10,4,1,1,0,1,1,10-19,1,0,1,1,1,0,MC,FO
3799-ISUZQ,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.95,529.5,Yes,4,Friend,Bronze,547.09,1,1,1,1,1,1,0-9,1,0,0,0,0,0,BT,FO
2877-VDUER,Female,0,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,40.9,1383.6,No,5,Advertisement,Silver,1471.73,3,0,1,1,0,0,30-39,1,0,0,1,1,0,MC,D
9152-AMKAK,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,80.25,493.4,No,2,Retail,Bronze,525.69,6,0,0,0,1,1,0-9,1,1,1,1,1,1,MC,D
1794-HBQTJ,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.6,48.6,Yes,5,Friend,Bronze,47.54,2,1,0,0,1,1,0-9,1,1,0,0,0,0,CC,D
9432-VOFYX,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.8,1207,No,1,Retail,Silver,1064.01,1,0,0,0,1,1,10-19,1,0,0,0,0,0,EC,FO
8049-WJCLQ,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.2,563.5,No,1,Online,Bronze,590.03,3,0,1,1,1,0,10-19,1,0,1,0,1,0,MC,D
6586-PSJOX,Male,0,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),55.2,864.55,No,1,Retail,Silver,817.39,3,0,0,1,1,0,10-19,1,0,1,1,0,0,CC,D
2460-FPSYH,Female,1,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.8,2109.35,Yes,3,Retail,Gold,2266.11,4,1,0,0,0,1,40-49,1,1,0,0,1,1,EC,D
9705-ZJBCG,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.15,701.05,No,3,Online,Silver,620.65,3,0,1,1,1,0,10-19,1,1,0,1,0,0,BT,D
4818-DRBQT,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,Yes,3,Advertisement,Silver,2667.01,1,1,1,0,1,1,20-29,1,0,0,0,0,0,BT,FO
1320-HTRDR,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,Yes,5,Online,Bronze,209.11,1,1,0,0,1,1,0-9,1,0,0,0,0,0,EC,FO
6847-KJLTS,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,5749.8,No,3,Advertisement,Gold,5296.58,4,0,1,0,1,1,50-59,1,0,0,1,1,1,BT,FO
9670-BPNXF,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),62.55,2796.45,No,2,Online,Gold,2837.38,3,0,0,0,1,1,40-49,1,1,0,1,0,0,CC,D
3913-FCUUW,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.45,5165.7,No,1,Retail,Gold,5129.02,4,0,1,1,1,1,70-79,1,1,1,1,0,0,BT,D
3301-VKTGC,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.5,5696.6,No,5,Retail,Gold,5709.04,2,0,1,1,1,1,60-69,1,1,0,0,0,0,BT,FO
1493-AMTIE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,1,Advertisement,Bronze,21.85,0,1,0,0,1,1,0-9,0,0,0,0,0,0,BT,No
9555-SAHUZ,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.5,2076.05,No,3,Advertisement,Gold,2081.35,2,0,1,1,1,0,30-39,1,1,0,0,0,0,EC,D
0816-TSPHQ,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,No,5,Friend,Bronze,42.87,0,0,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
9932-WBWIK,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,215.25,No,4,Friend,Bronze,238.88,0,0,0,0,1,0,10-19,0,0,0,0,0,0,MC,No
4619-EVPHY,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91,1859.5,No,2,Retail,Silver,1560.66,3,0,1,0,1,1,20-29,1,0,0,0,1,1,BT,FO
5286-YHCVC,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,7470.1,No,3,Retail,Gold,7705.52,4,0,1,0,1,1,70-79,1,0,1,0,1,1,BT,FO
6424-ELEYH,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,229.5,Yes,3,Friend,Bronze,250.10,1,1,1,0,1,1,0-9,1,0,0,0,0,0,CC,FO
4391-RESHN,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,Yes,2,Friend,Silver,2046.66,5,1,0,0,1,1,20-29,1,0,1,1,1,1,MC,FO
9115-YQHGA,Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,2092.9,No,2,Advertisement,Gold,1985.86,2,0,0,0,1,1,40-49,1,0,0,1,0,0,EC,D
4462-CYWMH,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,No,4,Online,Gold,6279.52,2,0,1,0,1,1,60-69,1,0,0,0,0,1,BT,FO
8963-MQVYN,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.55,469.85,No,3,Advertisement,Silver,432.18,0,0,0,1,1,1,20-29,0,0,0,0,0,0,EC,No
2458-EOMRE,Female,0,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.05,733.95,No,3,Friend,Bronze,695.83,4,0,0,0,1,0,10-19,1,1,1,0,0,1,BT,D
9334-GWGOW,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,485.25,No,1,Retail,Bronze,599.64,1,0,1,0,1,1,0-9,1,0,0,0,0,0,EC,FO
6821-BUXUX,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes,5,Friend,Silver,1143.11,3,1,0,0,1,1,10-19,1,1,0,0,1,0,EC,FO
5028-HTLJB,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,Yes,5,Retail,Bronze,17.44,0,1,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
9801-GDWGV,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,Yes,1,Retail,Gold,4469.58,4,1,0,0,1,1,30-39,1,0,1,0,1,1,EC,FO
6542-LWGXJ,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25,78.25,No,5,Retail,Bronze,83.29,1,0,1,0,0,0,0-9,1,0,0,0,0,0,MC,D
5567-GZKQY,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1131.5,No,2,Retail,Gold,1167.54,0,0,0,0,1,0,50-59,0,0,0,0,0,0,CC,No
1222-LRYKO,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.35,184.05,No,5,Online,Bronze,158.77,0,0,0,1,1,0,0-9,0,0,0,0,0,0,MC,No
2320-JRSDE,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.9,19.9,Yes,5,Friend,Bronze,21.90,0,1,1,1,1,1,0-9,0,0,0,0,0,0,EC,No
2087-QAREY,Female,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.7,1178.75,No,1,Advertisement,Silver,1289.52,2,0,1,0,1,1,20-29,1,0,1,0,0,0,MC,D
0601-WZHJF,Male,0,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7,Yes,4,Retail,Silver,603.18,3,1,1,0,0,0,10-19,1,0,0,0,1,1,EC,D
4423-JWZJN,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),90.25,5629.15,No,5,Retail,Gold,4938.87,3,0,1,1,1,0,60-69,1,0,1,0,0,1,CC,FO
5143-WMWOG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,19.95,Yes,5,Advertisement,Bronze,19.83,0,1,0,0,1,0,0-9,0,0,0,0,0,0,EC,No
6490-FGZAT,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,109.3,No,4,Advertisement,Bronze,137.24,0,0,0,0,1,0,0-9,0,0,0,0,0,0,MC,No
5393-RXQSZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,79.6,Yes,1,Retail,Bronze,89.05,2,1,0,0,1,0,0-9,1,0,0,0,0,1,EC,FO
7452-FOLON,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,958.45,No,4,Advertisement,Gold,1128.40,0,0,0,1,1,0,30-39,0,0,0,0,0,0,BT,No
2320-TZRRH,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,No,1,Advertisement,Silver,434.41,0,0,0,0,1,0,20-29,0,0,0,0,0,0,MC,No
0231-LXVAP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,Yes,2,Online,Bronze,77.72,2,1,0,0,1,1,0-9,1,0,0,1,0,0,EC,FO
9444-JTXHZ,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.2,76.2,Yes,1,Advertisement,Bronze,74.93,2,1,1,0,1,0,0-9,1,0,1,0,0,0,EC,FO
4942-VZZOM,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),66.15,4392.5,No,2,Friend,Gold,4582.68,3,0,1,0,1,1,60-69,1,1,0,0,1,0,CC,D
5510-BOIUJ,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,19.25,Yes,2,Friend,Bronze,20.63,0,1,0,1,1,0,0-9,0,0,0,0,0,0,MC,No
7502-BNYGS,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,3168,No,1,Friend,Gold,3214.97,3,0,1,0,1,1,40-49,1,0,0,0,1,1,CC,D
4291-HYEBC,Female,1,Yes,Yes,28,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,39.1,1096.6,No,3,Retail,Silver,959.26,2,0,1,1,0,1,20-29,1,0,0,0,0,1,EC,D
6147-CBCRA,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,669.45,No,1,Friend,Silver,746.23,0,0,1,0,1,0,30-39,0,0,0,0,0,0,MC,No
6047-SUHPR,Male,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8,2343.85,No,5,Online,Gold,2301.14,3,0,1,1,1,0,30-39,1,1,1,0,0,0,EC,D
4471-KXAUH,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.3,3588.4,Yes,5,Friend,Gold,3395.44,3,1,1,0,1,1,40-49,1,0,1,1,0,0,EC,FO
9752-ZNQUT,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,48.6,No,3,Retail,Bronze,50.49,1,0,0,0,1,1,0-9,1,0,0,0,0,0,EC,D
7638-QVMVY,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79,522.95,Yes,2,Online,Bronze,581.84,2,1,0,0,1,1,0-9,1,0,0,0,1,0,EC,FO
1576-PFZIW,Male,1,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.35,7511.9,No,3,Friend,Gold,6734.44,5,0,1,0,1,0,70-79,1,1,1,0,1,1,CC,FO
5666-MBJPT,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725,No,5,Online,Gold,1796.41,0,0,0,0,1,1,60-69,0,0,0,0,0,0,BT,No
7312-XSBAT,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,49.75,No,3,Online,Bronze,46.61,2,0,0,0,1,0,0-9,1,1,0,0,0,0,EC,D
3096-GKWEB,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9,No,1,Retail,Silver,1545.19,3,0,1,0,1,1,10-19,1,0,0,0,1,1,EC,FO
2371-JQHZZ,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93,2248.05,No,3,Retail,Silver,2169.33,3,0,1,0,1,1,20-29,1,0,0,0,1,1,EC,FO
0674-GCDXG,Male,0,No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.9,4479.2,No,2,Online,Gold,4843.01,5,0,0,0,1,1,60-69,1,1,1,1,0,1,BT,D
